Company,Shortname,Link
Fervent Synergi,FPS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ferventsynergies/FPS
Kerala Ayur,KAP,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/keralaayurveda/KA01
Gennex Labs,PP26,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gennexlaboratories/GL03
BDH Industries,BDH,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bdhindustries/BDH
Smruthi Organic,SMRUT54068,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smruthiorganicslimited/SMRUT54068
Deccan Health C,DHC02,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/deccanhealthcare/DHC02
Bharat Immuno,BIB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bharatimmunologicalsbiologicalscorporation/BIB
Venus Remedies,VR01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/venusremedies/VR01
Auro Labs,AL06,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurolaboratories/AL06
Samrat Pharma,SP01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/samratpharmachem/SP01
Natural Capsule,NC03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/naturalcapsules/NC03
Makers Labs,ML,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/makerslaboratories/ML
Panchsheel Org,PO02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/panchsheelorganics/PO02
DECIPHER LABS,CD03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/combatdrugs/CD03
Ortin Labs,OL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ortinlaboratories/OL01
Nutraplus India,NPI03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nutraplusindia/NPI03
Lactose India,LI,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lactoseindia/LI
Praveg,SSP03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/swordshieldpharma/SSP03
Vista Pharma,VP03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vistapharmaceuticals/VP03
Sunil Health,SH13,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunilhealthcare/SH13
Ind-Swift,IS02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indswift/IS02
Biofil Chem,BCP,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biofilchemicalspharmaceuticals/BCP
Syschem India,AP21,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/syschemindia/SI71
Concord Drugs,CD05,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/concorddrugs/CD05
Medi-Caps,MC09,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicaps/MC09
Godavari Drugs,GD,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/godavaridrugs/GD
Parnax Lab,KTI01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parnaxlab/KTI01
Sandu Pharma,SP02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sandupharmaceuticals/SP02
Roopa Ind,RI17,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/roopaindustries/RI17
Vasundhara Ras,VR04,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vasundhararasayans/VR04
Parabolic Drugs,PD06,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parabolicdrugs/PD06
Link Pharmachem,LP03,https://www.moneycontrol.com/india/stockpricequote/chemicals/linkpharmachem/LP03
Relish Pharma,RP13,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/relishpharmaceuticals/RP13
Span Diagnostic,SD02,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/spandiagnostic/SD02
Avon Life,AO02,https://www.moneycontrol.com/india/stockpricequote/chemicals/avonlifesciences/AO02
Zenith Health,ZH,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zenithhealthcare/ZH
Brawn Pharma,BP08,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brawnbiotech/BP08
Emmessar Biotec,ECI,https://www.moneycontrol.com/india/stockpricequote/chemicals/emmessarbiotechandnutrition/EBA
Sanjivani Paren,SP27,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanjivaniparenteral/SP27
Pharmaids Pharm,PP13,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaidspharmaceuticals/PP13
Aayush Food ,AFH01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aayushfoodherbs/AFH01
Colinz Labs,CL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/colinzlaboratories/CL01
Syncom Health,SH12,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/syncomhealthcare/SH03
Unjha Formula,UF02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unjhaformulations/UF02
Beryl Drugs,BD01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/beryldrugs/BD01
Alchemist,TI12,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
Kabra Drugs,KD,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kabradrugs/KD
Hind BioScience,HS07,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/hindustanbioscience/HBS01
Rubra Medicamen,RML01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rubramedicaments/RML01
Chemo-Pharma,CPL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chemopharmalaboratories/CPL01
Scanpoint Geo,SG02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/scanpointgeomatics/SG12
Jindal Photo,JP11,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/jindalphoto/JP11
Choksi Imaging,SP10,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/choksiimaging/SP10
Apollo Pipes,ALF02,https://www.moneycontrol.com/india/stockpricequote/plastics/apollopipes/ALF02
Mitsu Chem Plas,MCP01,https://www.moneycontrol.com/india/stockpricequote/plastics/mitsuchemplast/MCP01
Nahar Poly Film,NE01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/naharpolyfilms/NIH
PPL,PPL54268,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/prakashpipeslimited/PPL54268
Sintex Plastics,SPT,https://www.moneycontrol.com/india/stockpricequote/plastics/sintexplasticstechnology/SPT
Machino Plastic,MP,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/machinoplastics/MP
Dhabriya Poly,DP09,https://www.moneycontrol.com/india/stockpricequote/plastics/dhabriyapolywood/DP04
Amco India,AV,https://www.moneycontrol.com/india/stockpricequote/plastics/amcoindia/AI61
Kama Holdings,SRF03,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/kamaholdings/SRF03
Kingfa Science,HSS,https://www.moneycontrol.com/india/stockpricequote/plastics/kingfasciencetechnology/HSS
Wim Plast,WP,https://www.moneycontrol.com/india/stockpricequote/plastics/wimplast/WP
Garware Poly,GP,https://www.moneycontrol.com/india/stockpricequote/packaging/garwarepolyester/GP
Shaily Engg,SEP01,https://www.moneycontrol.com/india/stockpricequote/trading/shailyengineeringplastics/SEP02
Kkalpana Ind,KI01,https://www.moneycontrol.com/india/stockpricequote/plastics/kkalpanaindustries/KI30
Captain Poly,CP09,https://www.moneycontrol.com/india/stockpricequote/plastics/captainpolyplast/CP09
Commercial Syn ,CSB01,https://www.moneycontrol.com/india/stockpricequote/packaging/commercialsynbags/CSB01
Caprihans,CI25,https://www.moneycontrol.com/india/stockpricequote/plastics/caprihansindia/CI25
Tainwala Chem,TCP,https://www.moneycontrol.com/india/stockpricequote/plastics/tainwalachemicalsplasticsindia/TCP
Bright Brothers,BB06,https://www.moneycontrol.com/india/stockpricequote/plastics/brightbrothers/BB06
Vinyoflex,V01,https://www.moneycontrol.com/india/stockpricequote/plastics/vinyoflex/V01
Fenoplast,F,https://www.moneycontrol.com/india/stockpricequote/plastics/fenoplast/F
Royal Cushion,RCV,https://www.moneycontrol.com/india/stockpricequote/plastics/royalcushionvinylproducts/RCV
Supreme Ind,SI48,https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48
Nilkamal,NP08,https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08
Time Techno,TT08,https://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03
Mold-Tek Pack,MTP02,https://www.moneycontrol.com/india/stockpricequote/plastics/moldtekpackaging/MTP01
Acrysil India,AI04,https://www.moneycontrol.com/india/stockpricequote/plastics/acrysilindia/AI04
Pil Italica,PI08,https://www.moneycontrol.com/india/stockpricequote/plastics/pilitalicalifestyle/PI08
OK Play,OKP,https://www.moneycontrol.com/india/stockpricequote/plastics/okplayindia/OKP
Prima Plastics,PP21,https://www.moneycontrol.com/india/stockpricequote/plastics/primaplastics/PP21
National Plasti,NPI,https://www.moneycontrol.com/india/stockpricequote/plastics/nationalplasticindustries/NPI
MPL Plastics,MP13,https://www.moneycontrol.com/india/stockpricequote/plastics/mplplastics/MP13
Hitech Corp,HTP,https://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08
TPL Plastech,TP,https://www.moneycontrol.com/india/stockpricequote/plastics/tplplastech/TPL02
Kemp and Co,KC12,https://www.moneycontrol.com/india/stockpricequote/plastics/kempcompany/KC12
Innovative Tech,ITP,https://www.moneycontrol.com/india/stockpricequote/plastics/innovativetechpack/ITP
Hind Adhesives,HA,https://www.moneycontrol.com/india/stockpricequote/plastics/hindustanadhesives/HA
Sintex Ind,SI27,https://www.moneycontrol.com/india/stockpricequote/diversified/sintexindustries/SI27
Astral Poly Tec,APT02,https://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02
Finolex Ind,FI,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/finolexindustries/FI
Prince Pipes,PPF,https://www.moneycontrol.com/india/stockpricequote/plasticstubespipeshosesfittings/princepipesfittings/PPF
Jain Irrigation,JIS02,https://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02
Kriti Ind,KII,https://www.moneycontrol.com/india/stockpricequote/plastics/kritiindustriesindia/KII
Kisan Mouldings,KM01,https://www.moneycontrol.com/india/stockpricequote/plastics/kisanmouldings/KM01
Texmo Pipes,TPP,https://www.moneycontrol.com/india/stockpricequote/plastics/texmopipesproducts/TPP
Tijaria Polypip,TP10,https://www.moneycontrol.com/india/stockpricequote/plastics/tijariapolypipes/TP
JISL,JIS03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jainirrigationsystems/JISLD57000
Kunststoffe Ind,KSI03,https://www.moneycontrol.com/india/stockpricequote/plastics/kunststoffeindustries/KI23
Gujarat Pipavav,GPP03,https://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03
Dredging Corp,DCI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dredgingcorporationindia/DCI
NTPC,NTP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP
Power Grid Corp,PGC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC
NHPC,N07,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07
Adani Trans,AT18,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/adanitransmission/AT22
Torrent Power,TP13,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14
Adani Power,AP26,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11
Tata Power,TPC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatapowercompany/TPC
SJVN,S14,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11
JSW Energy,JE02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jswenergy/JE01
NLC India,NLC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC
CESC,CES,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/cesc/CES
IndiGrid InvIT ,IIF01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/indigridinvitfund/IIF01
IEX,IEE,https://www.moneycontrol.com/india/stockpricequote/diversified/indianenergyexchange/IEE
Sterling & Wils,SWS,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sterlingwilsonsolar/SWS
PTC India,PTC01,https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02
Guj Ind Power,GIP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gujaratindustriespowerco/GIP
Rattan Power,IP08,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiapower/IP09
Nava Bharat Ven,NBF01,https://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV
BF Utilities,BFU,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/bfutilities/BFU
Jaiprakash Pow,JHP01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jaiprakashpowerventures/JHP01
GVK Power,GVK,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gvkpowerinfrastructure/GVK
Reliance Power,RP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP
Reliance Infra,BSE,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38
Ravindra Tradin,RTA,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ravindratradingagencies/RTA
Rattan Infra,IIP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiainfrastructure/IIP
Orient Green,OGP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/orientgreenpowercompany/OGP
Urja Global,CCS02,https://www.moneycontrol.com/india/stockpricequote/trading/urjaglobal/UG01
Energy Dev,EDC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/energydevelopmentcompany/EDC
Indowind Energy,IE08,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/indowindenergy/IE08
Welcon Internat,SEI05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/welconinternationallimited/SEI05
Karma Energy,KE9,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/karmaenergy/KE9
KSK Energy Vent,KEV,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/kskenergyventures/KEV
Veer Energy,JIL04,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/veerenergyinfrastructure/VEI
Suryachakra Pow,SPC02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suryachakrapowercorporation/SPC02
S E Power,SEP02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sepower/SEP03
Gita Renewable ,GRE01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gitarenewableenergy/GRE01
Indiamart Inter,II22,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indiamartintermesh/II12
Navneet,NP,https://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01
DB Corp,C13,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dbcorp/C13
JagranPrakashan,JP12,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12
Repro India,RI35,https://www.moneycontrol.com/india/stockpricequote/printingstationery/reproindia/RI35
MPS,MI31,https://www.moneycontrol.com/india/stockpricequote/printingstationery/mps/MI31
Sandesh,S01,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sandesh/S01
Hindustan Media,HMV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hindustanmediaventures/HMV
HT Media,HT,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/htmedia/HT
S Chand and Co,CCL04,https://www.moneycontrol.com/india/stockpricequote/printingstationery/schandcompanylimited/CCL
Sambhaav Media,PEI01,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sambhaavmedia/SM16
Olympic Cards,OC11,https://www.moneycontrol.com/india/stockpricequote/printingstationery/olympiccards/OC04
Infomedia Press,TD,https://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13
Nova Publicat,SSB,https://www.moneycontrol.com/india/stockpricequote/financegeneral/novapublicationsindia/SSB
Diligent Media ,DMC04,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/diligentmediacorporationltd/DMC05
Kokuyo Camlin,C02,https://www.moneycontrol.com/india/stockpricequote/diversified/kokuyocamlin/C02
Gala Global Prd,GPC,https://www.moneycontrol.com/india/stockpricequote/printingstationery/galaglobalproductsltd/GPC
Linc PenandPlas,LPP,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lincpenplastics/LPP
Texmaco Rail,TRE,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacorailengineering/TRE
Titagarh Wagons,TW04,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/titagarhwagons/TW04
CRISIL,CRI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI
ICRA,ICR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/icra/ICR
CARE Ratings,CAR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR
S V Global Mill,SVG01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/svglobalmill/SVG02
IOC,IOC,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
BPCL,BPC,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
HPCL,HPC,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
MRPL,MRP,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP
Chennai Petro,MR,https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
Vesuvius India,VI06,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/vesuviusindia/VI06
Orient Refract,OR01,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/orientrefractories/OR01
Morganite India,GMC02,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/morganitecrucibleindia/MCI05
IFGL Refractory,IFG,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/ifglrefractories/IFG
Orient Abrasive,OA01,https://www.moneycontrol.com/india/stockpricequote/abrasives/orientabrasives/OA01
General Insuran,GIC12,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12
Adani Green Ene,ADANI54145,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanigreenenergylimited/ADANI54145
Avenue Supermar,AS28,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19
Trent,L,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04
Aditya Birla F,PFR,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR
Future Retail,FR,https://www.moneycontrol.com/india/stockpricequote/retail/futureretail/FR
V-Mart Retail,VR03,https://www.moneycontrol.com/india/stockpricequote/retail/vmartretail/VR03
Shoppers Stop,SS51,https://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
AFL,ARVIN54248,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arvindfashionslimited/ARVIN54248
SRL,SPENC54233,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spencerretaillimited/SPENC54233
FEL,PRI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/futureenterpriseslimited/FELDV57000
Future Ent,PFI,https://www.moneycontrol.com/india/stockpricequote/retail/futureenterprises/PR03
V2 Retail,VR02,https://www.moneycontrol.com/india/stockpricequote/retail/v2retail/VR02
Future Market,AD05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/futuremarketnetworks/AD04
Mandhana Retail,TMR,https://www.moneycontrol.com/india/stockpricequote/retail/themandhanaretailventures/TMR
Taaza Inter,AE14,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/taazainternational/AE16
Cochin Shipyard,CS17,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cochinshipyard/CS
Garden Reach Sh,GRS01,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gardenreachshipbuildersengineers/GRS01
VMS Industries,VI18,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vmsindustries/VI21
GE Shipping,GES,https://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
Shipping Corp,SCI,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI
Seamec,PSO,https://www.moneycontrol.com/india/stockpricequote/shipping/seamec/S14
Essar Shipping,ES10,https://www.moneycontrol.com/india/stockpricequote/shipping/essarshipping/ES10
Reliance Naval ,PS14,https://www.moneycontrol.com/india/stockpricequote/shipping/reliancenavalengineering/PS04
Mercator,ML02,https://www.moneycontrol.com/india/stockpricequote/shipping/mercator/ML02
Hariyana Ship,HSB,https://www.moneycontrol.com/india/stockpricequote/shipping/hariyanashipbreakers/HSB
Chowgule Steam,CS09,https://www.moneycontrol.com/india/stockpricequote/shipping/chowgulesteamships/CS09
Global Offshore,GSC,https://www.moneycontrol.com/india/stockpricequote/shipping/globaloffshoreservices/GOS
Tata Elxsi,TEI,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE
Accelya Kale,KAL,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accelyakalesolutions/KAL
Newgen Software,NST01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/newgensoftwaretechnologiesltd/NST01
Tanla Solutions,TS11,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tanlasolutions/TS11
Cigniti Tech,CI39,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cignititechnologies/CI42
Nucleus Softwar,NS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftwareexports/NS
OnMobile Global,OG01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/onmobileglobal/OG01
63 Moons Tech,WT01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/63moonstechnologies/FT02
Ramco System,RS17,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ramcosystem/RS17
Subex,SS49,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/subex/S15
Brightcom Group,LGS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lycosinternet/LGS
Saksoft,S12,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/saksoft/S12
Moschip Tech,MST02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/moschipsemiconductortechnology/MST02
Virinchi ,VC16,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/virinchi/VT11
aurionPro Sol,PS12,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aurionprosolutions/PS12
Ceinsys Tech,AI45,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ceinsystech/AI28
ABM Knowledg,EC04,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/abmknowledgeware/ABM
Eco Recycling,SCM,https://www.moneycontrol.com/india/stockpricequote/computershardware/ecorecycling/IS10
Mindteck,HI06,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindteckindia/MI35
GSS Infotech,GAI03,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/gssinfotech/GAI05
Compucom Soft,CS14,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/compucomsoftware/CS14
Intense Tech,FI17,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/intensetechnologies/FI17
RS Software,RSS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/rssoftwareindia/RSS
Parle  Indus,PS13,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/parlesoftware/PS13
Odyssey Tech,OT01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/odysseytechnologies/OT01
Prithvi Exc,OT04,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/prithviexchangeindia/PS14
California Soft,CS15,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/californiasoftware/CS15
Cybermate Info,CI27,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cybermateinfotek/CI27
Trejhara,TREJH7605,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/trejharasolutionslimited/TREJH7605
Lee and Nee,LNS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/leeneesoftwaresexports/LNS
Ram Informatics,RI04,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/raminformatics/RI04
Melstar Info,MI34,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/melstarinfotech/MI34
Advent Computer,ACS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/adventcomputerservices/ACS01
Firstobject Tec,IQM,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstobjecttechnologies/FT03
Twinstar Ind,TSE,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/twinstarindustries/TSE
Hit Kit Global,SBI14,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/hitkitglobalsolutions/HKG
Aarti Ind,AI,https://www.moneycontrol.com/india/stockpricequote/chemicals/aartiindustries/AI45
Atul,A06,https://www.moneycontrol.com/india/stockpricequote/chemicals/atul/A06
Vinati Organics,VO01,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01
Navin Fluorine,PRC,https://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI
Alkyl Amines,AAC,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkylamineschemicals/AAC
Fairchem Spec,HKA,https://www.moneycontrol.com/india/stockpricequote/chemicals/fairchemspeciality/HKF
Supreme Petro,SP,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/supremepetrochem/SP
Guj Heavy Chem,GHC,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC
Balaji Amines,BA05,https://www.moneycontrol.com/india/stockpricequote/chemicals/balajiamines/BA05
GFL,GF07,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicals/GF07
Neogen,NC12,https://www.moneycontrol.com/india/stockpricequote/chemicals/neogenchemicals/NC11
Paushak Ltd,P11,https://www.moneycontrol.com/india/stockpricequote/chemicals/paushak/P11
Foseco India,FI12,https://www.moneycontrol.com/india/stockpricequote/chemicals/fosecoindia/FI12
Clariant Chem,CC,https://www.moneycontrol.com/india/stockpricequote/dyespigments/clariantchemicalsindia/CCI08
Camlin Fine,CFC03,https://www.moneycontrol.com/india/stockpricequote/chemicals/camlinfinesciences/CFC03
Black Rose Ind,AF17,https://www.moneycontrol.com/india/stockpricequote/chemicals/blackroseindustries/BRI01
Apcotex Ind,AL05,https://www.moneycontrol.com/india/stockpricequote/rubber/apcotexindustries/AI58
Ultramarine,UP,https://www.moneycontrol.com/india/stockpricequote/dyespigments/ultramarinepigments/UP02
IG Petro,IGP,https://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP
Plastiblends,PI13,https://www.moneycontrol.com/india/stockpricequote/plastics/plastiblendsindia/PI13
Manali Petro,MP02,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02
DIC India,CI14,https://www.moneycontrol.com/india/stockpricequote/printingstationery/dicindia/DIC02
