Company,Shortname,Link
Fineotex Chem,FC06,https://www.moneycontrol.com/india/stockpricequote/chemicals/fineotexchemical/FC02
Dharamsi Morarj,DMC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/dharamsimorarjichemicalcompany/DMC01
Chembond Chem,CC03,https://www.moneycontrol.com/india/stockpricequote/chemicals/chembondchemicals/CC03
Jayant Agro-Org,JAO,https://www.moneycontrol.com/india/stockpricequote/chemicals/jayantagroorganics/JAO
Dai-Ichi Karkar,DIK,https://www.moneycontrol.com/india/stockpricequote/chemicals/daiichikarkaria/DIK
Kanoria Chem,KCI01,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01
Indo Amines,IA,https://www.moneycontrol.com/india/stockpricequote/chemicals/indoamines/IA
Yasho Industrie,YIL01,https://www.moneycontrol.com/india/stockpricequote/chemicals/yashoindustriesltd/YIL01
Multibase India,SM11,https://www.moneycontrol.com/india/stockpricequote/plastics/multibaseindia/MI51
Seya Industries,SOC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/seyaindustries/SOC01
Vikas WSP,VWS,https://www.moneycontrol.com/india/stockpricequote/chemicals/vikaswsp/VWS
Nitta Gelatin,KCP02,https://www.moneycontrol.com/india/stockpricequote/chemicals/nittagelatinindia/NGI04
Amal,AP05,https://www.moneycontrol.com/india/stockpricequote/dyespigments/amal/AP05
Vinyl Chemicals,VCI02,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinylchemicalsindia/VCI02
Polson,P08,https://www.moneycontrol.com/india/stockpricequote/dyespigments/polson/P08
Cochin Minerals,CMR,https://www.moneycontrol.com/india/stockpricequote/chemicals/cochinmineralsrutile/CMR
Narmada Gelatin,SWG,https://www.moneycontrol.com/india/stockpricequote/chemicals/narmadagelatines/NG02
Yash Chemex,YC,https://www.moneycontrol.com/india/stockpricequote/chemicals/yashchemex/YC01
India Gelatine,IGC,https://www.moneycontrol.com/india/stockpricequote/chemicals/indiagelatinechemicals/IGC01
KELTECH Energ,KE04,https://www.moneycontrol.com/india/stockpricequote/chemicals/keltechenergies/KEL03
Jyoti Resins,JRA,https://www.moneycontrol.com/india/stockpricequote/chemicals/jyotiresinsadhesives/JRA
Kemistar Corp,IA02,https://www.moneycontrol.com/india/stockpricequote/chemicals/kemistarcorporation/IA02
Titan Bio-Tech,TBT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titanbiotech/TBT
Vikas Ecotech,VL06,https://www.moneycontrol.com/india/stockpricequote/chemicals/vikasecotech/VGO01
Indokem,I08,https://www.moneycontrol.com/india/stockpricequote/dyespigments/indokem/I08
Tinna Rubber an,TO,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/tinnarubberinfrastructureltd/TO
Daikaffil Chem,DCI01,https://www.moneycontrol.com/india/stockpricequote/dyespigments/daikaffilchemicalsindia/DCI01
Hardcastle,HWM,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/hardcastlewaudmanufacturingcompany/HWM
Omkar Special,OSC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/omkarspecialitychemicals/OSC01
Chromatic India,CD02,https://www.moneycontrol.com/india/stockpricequote/dyespigments/chromaticindia/CI31
Infibeam Avenue,IIL03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamavenues/IIL03
7NR Retail,7RL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/7nrretailltd/7RL
Archies,AGG,https://www.moneycontrol.com/india/stockpricequote/printingstationery/archies/A15
Nyssa Corp,RTC01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nyssacorporation/RTC01
MOIL,M11,https://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18
Ashapura Mine,AM07,https://www.moneycontrol.com/india/stockpricequote/miningminerals/ashapuraminechem/AM07
20 Microns,2M,https://www.moneycontrol.com/india/stockpricequote/miningminerals/20microns/2M
Balrampur Chini,BCM,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
EID Parry,EID,https://www.moneycontrol.com/india/stockpricequote/sugar/eidparryindia/EID
Bannariamman,BS07,https://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07
Shree Renuka,SRS03,https://www.moneycontrol.com/india/stockpricequote/sugar/shreerenukasugars/SRS03
Triveni Engg,TE10,https://www.moneycontrol.com/india/stockpricequote/sugar/triveniengineeringindustries/TE10
Dhampur Sugar,DSM,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampursugarmills/DSM
Andhra Sugar,AS18,https://www.moneycontrol.com/india/stockpricequote/sugar/andhrasugars/AS18
Dalmia Sugar,DCB,https://www.moneycontrol.com/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB
Dwarikesh Sugar,DSI01,https://www.moneycontrol.com/india/stockpricequote/sugar/dwarikeshsugarindustries/DSI01
Bajaj Hindustha,BH,https://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthansugar/BH06
Avadh Sugar ,ASE03,https://www.moneycontrol.com/india/stockpricequote/sugar/avadhsugarenergy/ASE03
Uttam Sugar,USM,https://www.moneycontrol.com/india/stockpricequote/sugar/uttamsugarmills/USM
Vishwaraj Sugar,VSI01,https://www.moneycontrol.com/india/stockpricequote/sugar/vishwarajsugarindustries/VSI01
DCM Shriram Ind,DCM03,https://www.moneycontrol.com/india/stockpricequote/sugar/dcmshriramindustries/DCM03
KCP Sugar,KCP01,https://www.moneycontrol.com/india/stockpricequote/sugar/kcpsugarindcorp/KCP01
Ugar Sugar Work,USW,https://www.moneycontrol.com/india/stockpricequote/sugar/ugarsugarworks/USW
Sakthi Sugars,SS,https://www.moneycontrol.com/india/stockpricequote/sugar/sakthisugars/SS
Magadh Sugar ,MSE01,https://www.moneycontrol.com/india/stockpricequote/sugar/magadhsugarenergy/MSE01
Mawana Sugars,SIE,https://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25
KM Sugar Mills,KMS,https://www.moneycontrol.com/india/stockpricequote/sugar/kmsugarmills/KMS
Rana Sugars,RS05,https://www.moneycontrol.com/india/stockpricequote/sugar/ranasugars/RS05
Rajshree Sugars,RSC,https://www.moneycontrol.com/india/stockpricequote/sugar/rajshreesugarschemicals/RSC
India Sucrose,OS05,https://www.moneycontrol.com/india/stockpricequote/sugar/indiasucrose/IS9
Sir Shadi Lal,SSL13,https://www.moneycontrol.com/india/stockpricequote/sugar/sirshadilalenterprises/SSL13
Dhampure Specia,DI20,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampurespecialtysugars/DSS03
Ravalgaon Sugar,RSF,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/ravalagaonsugarfarm/RSF
Riga Sugar,RSC01,https://www.moneycontrol.com/india/stockpricequote/sugar/rigasugarcompany/RSC01
Gayatri Sugars,GS14,https://www.moneycontrol.com/india/stockpricequote/sugar/gayatrisugars/GS14
TATA Cons. Prod,TT,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataconsumerproducts/TT
CCL Products,CC10,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/cclproductsindia/CC10
Tata Coffee,CC23,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14
Rossell India,RT08,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/rossellindia/RT08
Jayshree Tea,JTI,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/jayshreeteaindustries/JTI
James Warren,JWT,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/jameswarrentea/JWT
Warren Tea,WT,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/warrentea/WT
B and A,BAP,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/ba/BA06
Mcleod,MRI02,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02
Kanco Tea,KTI04,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/kancoteaindustries/KTI05
Tyroon Tea,TTC,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tyroonteacompany/TTC
Bharti Infratel,BI26,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/bhartiinfratel/BI14
ITI,ITI,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/iti/ITI
HFCL,HFC,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/hfcl/HFC
AGC Networks,TT03,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/agcnetworks/AGC
Astra Microwave,AMP01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/astramicrowaveproducts/AMP01
Vindhya Telelin,VT03,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/vindhyatelelink/VT03
Prabhat Technol,PT09,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/prabhattechnologies/PT05
Tejas Networks,TN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/tejasnetworks/TN
GTL Infra,GTL01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/gtlinfrastructure/GTL02
Optiemus Infra,AF02,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/optiemusinfracom/AF02
Avantel,AS22,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/avantel/A19
ADC India Comm,KC07,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/adcindiacommunications/KC07
Maestros Elect,MET01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maestroselectronicstelecommunicationssystems/MET01
Suich Industrie,SI77,https://www.moneycontrol.com/india/stockpricequote/electricals/suichindustries/SI77
Valiant Comm,VC01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/valiantcommunications/VC01
Punj Comm,PC14,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/punjabcommunications/PC14
Quadrant Tele,ITI01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/quadrantteleventures/HFC01
Bharti Airtel,BTV,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/bhartiairtel/BA08
Vodafone Idea,IC8,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/vodafoneidealimited/IC8
MTNL,MTN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN
TataTeleservice,HTC02,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatateleservicesmaharashtra/TTM01
Reliance Comm,RCV02,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/reliancecommunications/RC13
Tata Comm,VSN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatacommunications/TC17
NELCO,NR,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/nelco/NEL
Suyog Tele,ST08,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/suyogtelematics/ST07
GTL,GTS,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/gtl/GTL01
Lakshmi Machine,LMW,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW
Stovec Ind,SI41,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/stovecindustries/SI41
Integra Engg,SE06,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/integraengineeringindia/SE06
Meera Industrie,MI41,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/meeraindustries/MI40
Indian Card,ICC01,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/indiancardclothing/ICC01
Lakshmi Loom,LAL,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmiautomaticloomworks/LAL
Veejay Lakshmi,VLE,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/veejaylakshmiengineeringworks/VLE
HTE,HARIS54268,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/harishtextileengineers/HARIS54268
CM,CHAND54262,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/chandnimachines/CHAND54262
STI India,STI01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/stiindia/STI01
Dhanlaxmi Roto,DRS,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dhanlaxmirotosp/DRS
RITES,R06,https://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02
Vardhman Text,MSM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10
TCNS Clothing C,TCC,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tcnsclothingco/TCC
Cantabil Retail,CRI01,https://www.moneycontrol.com/india/stockpricequote/retail/cantabilretailindia/CRI01
Voith Paper Fab,PSA01,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/voithpaperfabrics/VPF01
Bella Casa,BCF04,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/bellacasafashionretail/BCF04
Faze Three Exp,FTE,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/fazethreeexports/FTE
Axita Cotton ,AC24,https://www.moneycontrol.com/india/stockpricequote/textilescottonblended/axitacotton/AC29
Standard Ind,SI36,https://www.moneycontrol.com/india/stockpricequote/chemicals/standardindustries/SI36
Shubham Polyspi,SP41,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/shubhampolyspin/SP15
Fiberweb India,PVD,https://www.moneycontrol.com/india/stockpricequote/plastics/fiberwebindia/PVD
Faze Three Auto,AFT01,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/fazethreeautofab/AFT02
Prime Urban Dev,ATL,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/primeurbandevelopmentindia/PT10
Osiajee,OT07,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/osiajeetexfab/OT07
Kotia Enterpris,IPP,https://www.moneycontrol.com/india/stockpricequote/pumps/kotiaenterprises/IPP
Advance Syntex ,AS27,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advancesyntex/AS08
Olympia Ind,OI02,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/olympiaindustries/OI02
GB Global,MI38,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/mandhanaindustries/MI24
Page Industries,PI35,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35
Garware Technic,GWR,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/garwaretechnicalfibres/GWR
Swan Energy,SM09,https://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09
Welspun India,WI03,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03
Lux Industries,LHI,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI
KPR Mill,M09,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15
Trident,AI01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01
Future Life,FLF01,https://www.moneycontrol.com/india/stockpricequote/retail/futurelifestylefashions/FLF01
Raymond,R,https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R
Rupa and Comp,RC12,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/rupacompany/RC14
Alok Industries,ATI,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/alokindustries/AI54
Bombay Dyeing,BDM,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bombaydyeingmanufacturingcompany/BDM
Safari Ind,SII01,https://www.moneycontrol.com/india/stockpricequote/plastics/safariindustriesindia/SII01
Kewal Kiran,KKC02,https://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02
Vishal Fabrics,VF09,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vishalfabrics/VF01
Mayur Uniquoter,MU,https://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU
PDS Multi,PDS,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/pdsmultinationalfashions/PDS
Arvind,AM,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/arvind/A18
Dollar Ind,DI27,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/dollarindustries/DI29
Kitex Garments,KG01,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01
Siyaram Silk,SSM05,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/SSM05
Himatsingka Sei,HS,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS
Filatex India,FI06,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/filatexindia/FI06
Jindal Worldwid,JW01,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/jindalworldwide/JW01
Indo Count,ICI07,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07
